Winter.treatment,Origin,Population,MotherID,Spiderling,Photo,Cocoon_number,Oviposition_date,Planned.opening.Date,Planned.opening.time,Opened.by,Actual.opening.date,Actual.opening.time,SCP,Block_ID,Datalogger_ID,Photo.by,Measured.by,Leg.length,Which.leg.,Notes,round,Mother_LegLength_um,MotherMeasuredBy,MotherLegLengthNotes,Exclude
Estonia,Estonia,Paernu,E18-Paernu-120,E18-Paernu-120_c,n,2,16-08-18,16-04-19,0.625,M. Sheffer,16-04-19,0.625,-27.83,B,B,A.Machnis,A.Machnis,557.35,right,NA,post,5979.43,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-120,E18-Paernu-120_d,n,2,16-08-18,16-04-19,0.625,M. Sheffer,16-04-19,0.625,-28,B,B,A.Machnis,A.Machnis,540.69,right,NA,post,5979.43,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-120,E18-Paernu-120_e,n,2,16-08-18,16-04-19,0.625,M. Sheffer,16-04-19,0.625,-26.34,B,B,A.Machnis,A.Machnis,504.58,right,NA,post,5979.43,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-120,E18-Paernu-120_f,n,2,16-08-18,16-04-19,0.625,M. Sheffer,16-04-19,0.625,-29.54,B,B,A.Machnis,A.Machnis,514.47,right,NA,post,5979.43,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-120,E18-Paernu-120_g,n,2,16-08-18,16-04-19,0.625,M. Sheffer,16-04-19,0.625,-29.77,B,B,A.Machnis,A.Machnis,533.64,right,NA,post,5979.43,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-120,E18-Paernu-120_h,n,2,16-08-18,16-04-19,0.625,M. Sheffer,16-04-19,0.625,-27.77,B,B,A.Machnis,A.Machnis,490.58,right,NA,post,5979.43,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_a,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_b,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_c,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_d,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_e,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_f,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_g,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_h,n,1,08-08-18,08-04-19,0.625,J. Balk,08-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_a,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_b,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_c,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_d,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_e,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_f,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_g,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-123,E18-Paernu-123_h,n,2,23-08-18,23-04-19,0.625,M. Sheffer,23-04-19,0.641666667,NA,NA,NA,NA,NA,NA,NA,NA,post,6889.84,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_a,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-29.04,B,B,A.Machnis,A.Machnis,538.33,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_b,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-29.29,B,B,A.Machnis,A.Machnis,556.16,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_c,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-28.09,B,B,A.Machnis,A.Machnis,554.79,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_d,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-28.54,B,B,A.Machnis,A.Machnis,551.85,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_e,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-30.05,B,B,A.Machnis,A.Machnis,558.59,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_f,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-28.58,B,B,A.Machnis,A.Machnis,582.05,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_g,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-27.24,B,B,A.Machnis,A.Machnis,549.85,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_h,n,1,13-08-18,13-04-19,0.375,T. Moeller,13-04-19,0.378472222,-28.96,B,B,A.Machnis,A.Machnis,543.61,right,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_a,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_b,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_c,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_d,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_e,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_f,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_g,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-124,E18-Paernu-124_h,n,2,01-09-18,01-05-19,0.375,L. Zander,01-05-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,post,6083.9,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_a,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,-27.51,C,C,J. Balk,A.Machnis,978.72,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_b,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,-29.04,C,C,J. Balk,A.Machnis,910.63,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_c,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,-28.83,C,C,J. Balk,A.Machnis,947.98,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_d,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,-25.97,C,C,J. Balk,A.Machnis,944.53,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_e,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,-28.25,C,C,J. Balk,A.Machnis,901.75,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_f,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,NA,C,C,J. Balk,A.Machnis,933.41,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_g,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,-28.17,C,C,J. Balk,A.Machnis,932.35,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_h,n,1,13-08-18,13-04-19,0.375,J. Balk,13-04-19,0.375,-20.2,C,C,J. Balk,A.Machnis,958.97,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_a,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-23.87,A,A,A.Machnis,A.Machnis,408.96,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_b,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-27.9,A,A,A.Machnis,A.Machnis,446.19,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_c,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-28.54,A,A,A.Machnis,A.Machnis,460.13,left,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_d,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-24.8,A,A,NA,NA,NA,NA,deformed,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_e,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-29.28,A,A,A.Machnis,A.Machnis,460.79,left,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_f,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-28.32,A,A,A.Machnis,A.Machnis,418.81,left,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_g,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-25.99,A,A,A.Machnis,A.Machnis,402.15,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-125,E18-Paernu-125_h,n,2,30-08-18,30-04-19,0.375,T. Moeller,30-04-19,0.375,-27.55,A,A,A.Machnis,A.Machnis,462.06,right,NA,post,7285.4,M. Sheffer,left,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_a,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-27.14,C,B,A.Machnis,A.Machnis,671.04,right,NA,post,6499.64,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_b,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-25.28,C,B,A.Machnis,A.Machnis,665.13,right,NA,post,6499.64,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_c,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-21.75,C,B,A.Machnis,A.Machnis,613.21,right,NA,post,6499.64,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_d,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-27.36,C,B,A.Machnis,A.Machnis,653.64,right,NA,post,6499.64,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_e,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-28.36,C,B,A.Machnis,A.Machnis,658.16,right,NA,post,6499.64,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_f,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-28.88,C,B,A.Machnis,A.Machnis,627.55,right,NA,post,6499.64,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_g,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-28.4,C,B,A.Machnis,A.Machnis,618.85,right,NA,post,6499.64,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-126,E18-Paernu-126_h,n,1,25-08-18,25-04-19,0.375,M. Sheffer,25-04-19,0.378472222,-26.62,C,B,A.Machnis,A.Machnis,627.16,right,NA,post,6499.64,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_a,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-27.01,B,A,A.Machnis,A.Machnis,603.38,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_b,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-29.24,B,A,A.Machnis,A.Machnis,600.26,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_c,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-28.36,B,A,A.Machnis,A.Machnis,626.87,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_d,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-29.32,B,A,A.Machnis,A.Machnis,577.7,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_e,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-30.05,B,A,A.Machnis,A.Machnis,616.93,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_f,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-28.05,B,A,A.Machnis,A.Machnis,601.48,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_g,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-23.36,B,A,A.Machnis,A.Machnis,587.6,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_h,n,1,11-08-18,11-04-19,0.625,T. Moeller,11-04-19,0.604166667,-29.15,B,A,A.Machnis,A.Machnis,637.53,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_a,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-28.63,C,D,A.Machnis,A.Machnis,615.54,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_b,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-28.97,C,D,A.Machnis,A.Machnis,630.58,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_c,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-22.78,C,D,A.Machnis,A.Machnis,619.61,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_d,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-28.28,C,D,A.Machnis,A.Machnis,583.33,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_e,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-27.64,C,D,A.Machnis,A.Machnis,592.53,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_f,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-29.88,C,D,A.Machnis,A.Machnis,617.71,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_g,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-28.58,C,D,A.Machnis,A.Machnis,594.67,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-127,E18-Paernu-127_h,n,2,25-08-18,25-04-19,0.375,L. Zander,25-04-19,0.388888889,-28.2,C,D,A.Machnis,A.Machnis,596.96,right,NA,post,6442.33,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_a,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-26.95,B,D,A.Machnis,A.Machnis,611.22,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_b,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-19.13,B,D,A.Machnis,A.Machnis,570.66,right,NA,post,5932.98,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_c,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-28.52,B,D,A.Machnis,A.Machnis,558.36,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_d,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-29.21,B,D,A.Machnis,A.Machnis,586.78,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_e,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-29.73,B,D,A.Machnis,A.Machnis,601.49,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_f,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-18.21,B,D,A.Machnis,A.Machnis,591.34,right,deformed,post,5932.98,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_g,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-27.83,B,D,A.Machnis,A.Machnis,620.57,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_h,n,1,11-08-18,11-04-19,0.625,J. Balk,11-04-19,0.604166667,-27.06,B,D,A.Machnis,A.Machnis,599.54,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_a,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-27.68,C,D,A.Machnis,A.Machnis,610.46,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_b,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-8.38,C,D,NA,NA,NA,NA,NA,post,5932.98,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_c,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-27.81,C,D,A.Machnis,A.Machnis,621.07,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_d,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-24.16,C,D,A.Machnis,A.Machnis,638.53,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_e,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-28.33,C,D,A.Machnis,A.Machnis,620.84,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_f,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-27.4,C,D,A.Machnis,A.Machnis,578.42,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_g,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-27.38,C,D,A.Machnis,A.Machnis,576.7,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-129,E18-Paernu-129_h,n,2,26-08-18,26-04-19,0.625,T. Moeller,26-04-19,0.625,-28.95,C,D,A.Machnis,A.Machnis,591.09,right,NA,post,5932.98,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_a,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-28.98,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_b,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-29.25,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_c,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-29.15,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_d,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-31.39,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_e,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-31.52,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_f,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-30.84,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_g,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-30.03,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_h,n,1,19-08-18,19-04-19,0.375,T. Moeller,19-04-19,0.375,-28.09,NA,NA,NA,NA,NA,NA,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_a,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-27.57,B,B,A.Machnis,A.Machnis,426.77,right,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_b,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-23.35,B,B,A.Machnis,A.Machnis,431.41,right,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_c,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-29.06,B,B,A.Machnis,A.Machnis,464.94,right,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_d,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-29.09,B,B,A.Machnis,A.Machnis,485.57,right,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_e,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-30.61,B,B,A.Machnis,A.Machnis,450.44,left,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_f,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-26.38,B,B,A.Machnis,A.Machnis,468.25,right,NA,post,5704.5,M. Sheffer,NA,
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_g,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-11.4,B,B,NA,NA,NA,NA,deformed,post,5704.5,M. Sheffer,NA,yes
Estonia,Estonia,Paernu,E18-Paernu-131,E18-Paernu-131_h,n,2,03-09-18,03-05-19,0.625,M. Sheffer,03-05-19,0.625,-28.19,B,B,A.Machnis,A.Machnis,470.95,left,NA,post,5704.5,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-134,E18-Paernu-134_a,n,1,29-08-18,28-04-19,0.625,M. Sheffer,28-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6361.02,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-134,E18-Paernu-134_b,n,1,29-08-18,28-04-19,0.625,M. Sheffer,28-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6361.02,M. Sheffer,NA,
France,Estonia,Paernu,E18-Paernu-134,E18-Paernu-134_c,n,1,29-08-18,28-04-19,0.625,M. Sheffer,28-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,6361.02,M. Sheffer,NA,
